oldAC,occurrence,source,heading,shape,explicitRefs,chosenOldUS,decision,reason,status,oldACExcerpt,chosenUSSource,chosenUSExcerpt
"AC-0012-0057","1","spec-0012/03_Acceptance-Criteria.md:344","## AC-0012-0057: proseCritique cap, unit selected by the text","prose","US-0012-0123","US-0012-0123","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:344 declares US-0012-0123 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0123 - REQ-Refs: REQ-0012-0059 - Given a Japanese-only `proseCritique` of 800–1500 characters, an English critique of 200–500 words, and a short critique in either language, - When QFAI-PROT-002 evaluates the prose, selecting CJK characters ","spec-0012/02_User-stories.md:190","As a Japanese-language reviewer, I want a Japanese-only `proseCritique` measured in characters and an English one measured in words, each against its own cap and neither against a floor, so that bilingual review payloads converge without a length error on pros"
"AC-0012-0058","1","spec-0012/03_Acceptance-Criteria.md:353","## AC-0012-0058: `browserTool` accepts `""playwright""` and `""playwright-cli""`","prose","US-0012-0124","US-0012-0124","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:353 declares US-0012-0124 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0124 - REQ-Refs: REQ-0012-0060 - Given `prototyping.execution.browserTool` set to `""playwright""` OR `""playwright-cli""` during the deprecation window, - When `qfai prototyping iterate` reads the config, - Then both values MUST be accepted; `""","spec-0012/02_User-stories.md:194","As a downstream project, I want `prototyping.execution.browserTool` to accept both `”playwright”` (primary) and `”playwright-cli”` (deprecation window) so that pre-existing CI scripts continue to work during the one-minor-release migration. (REQ-0012-0060)"
"AC-0012-0059","1","spec-0012/03_Acceptance-Criteria.md:362","## AC-0012-0059: `iterate --capture` opt-in flag (default OFF; preserves DR-0012-0029)","prose","US-0012-0125","US-0012-0125","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:362 declares US-0012-0125 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0125 - REQ-Refs: REQ-0012-0061 - Given `qfai prototyping iterate` invoked WITHOUT `--capture`, - When the loop runs, - Then no PNG / HTML artifacts MUST be written (the existing DR-0012-0029 no-capture posture is preserved; amendment pinned ","spec-0012/02_User-stories.md:198","As an `/qfai-prototyping` operator, I want an opt-in `qfai prototyping iterate --capture` flag (default OFF) so that I can opt into PNG / HTML capture per the Capture contract without breaking the default no-capture posture. (REQ-0012-0061)"
"AC-0012-0060","1","spec-0012/03_Acceptance-Criteria.md:372","## AC-0012-0060: `iterate --auto-serve` opt-in flag with foreign-process protection","prose","US-0012-0126","US-0012-0126","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:372 declares US-0012-0126 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0126 - REQ-Refs: REQ-0012-0062 - Given `qfai prototyping iterate` invoked WITHOUT `--auto-serve`, - When the loop runs, - Then no HTTP server MUST be spawned (DR-0012-0029 default posture preserved; amendment pinned by `DR-0012-0031`). - And","spec-0012/02_User-stories.md:202","As an `/qfai-prototyping` operator, I want an opt-in `qfai prototyping iterate --auto-serve` flag (default OFF) so that iterate can start and tear down a local HTTP server through a runner that refuses a port another process holds. (REQ-0012-0062)"
"AC-0012-0061","1","spec-0012/03_Acceptance-Criteria.md:382","## AC-0012-0061: `prototyping.json` validate-conformant emit","prose","US-0012-0127","US-0012-0127","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:382 declares US-0012-0127 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0127 - REQ-Refs: REQ-0012-0063 - Given a converged `iterate` invocation, - When `iterate` writes `prototyping.json`, - Then `iterations[i]` MUST carry non-null `commitSha` (sentinel `""uncommitted""` permitted), non-empty `proseCritique`, `sco","spec-0012/02_User-stories.md:206","As a CI gatekeeper, I want `iterate` to emit a `prototyping.json` that passes `qfai validate --profile prototyping --fail-on error` without orchestrator post-processing, so that downstream automation can rely on the iterate output directly. (REQ-0012-0063)"
"AC-0012-0062","1","spec-0012/03_Acceptance-Criteria.md:392","## AC-0012-0062: Self-completable certify via verify.json#scope (OQ-0107 Option B)","prose","US-0012-0128","US-0012-0128","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:392 declares US-0012-0128 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0128 - REQ-Refs: REQ-0012-0064 - Given a `verify.json` carrying `scope: ""prototyping""`, - When `qfai prototyping certify --check` runs, - Then certify MUST return exit 0 WITHOUT requiring `/qfai-atdd` or `/qfai-implement` artifacts. - And th","spec-0012/02_User-stories.md:210","As a prototyping-only operator, I want `qfai prototyping certify --check` to recognise a `verify.json#scope: ”prototyping”` artifact as satisfying the prototyping-phase gate, so that DONE for the prototyping slice does not block on ATDD / implement artifacts t"
"AC-0012-0063","1","spec-0012/03_Acceptance-Criteria.md:402","## AC-0012-0063: Single-spec public skill surface (OQ-0108 Option A)","prose","US-0012-0129","US-0012-0129","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:402 declares US-0012-0129 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0129 - REQ-Refs: REQ-0012-0065 - Given the v1.9.1 ship, - When the public skill surface is read (SKILL.md + the public references list), - Then `resolveSurfaceUnion()` MUST NOT appear on the public skill surface (kept internal-only for the c","spec-0012/02_User-stories.md:214","As a downstream consumer, I want the public `/qfai-prototyping` skill surface aligned to single-spec language (the UI contract as the unit, on the story tree) with `resolveSurfaceUnion()` removed from the public surface, so that the doc-vs-impl drift identifie"
"AC-0012-0064","1","spec-0012/03_Acceptance-Criteria.md:412","## AC-0012-0064: Aggregate-dir mirror with underscore casing (OQ-0110 Option A)","prose","US-0012-0130","US-0012-0130","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:412 declares US-0012-0130 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0130 - REQ-Refs: REQ-0012-0066 - Given a converged iter with N declared screens, - When `iterate` mirrors accepted-iter content, - Then `.qfai/evidence/prototyping/screenshots/<screen-id>.png` AND `.qfai/evidence/prototyping/html/<screen-id>","spec-0012/02_User-stories.md:218","As a maintainer, I want accepted-iter content mirrored to `.qfai/evidence/prototyping/screenshots/<screen-id>.png` and `.qfai/evidence/prototyping/html/<screen-id>.html` on convergence with screen-ids normalised to underscore casing end-to-end, so that the agg"
"AC-0012-0065","1","spec-0012/03_Acceptance-Criteria.md:421","## AC-0012-0065: `--cycle 0 --force` backup safety","prose","US-0012-0131","US-0012-0131","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:421 declares US-0012-0131 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0131 - REQ-Refs: REQ-0012-0067 - Given `.qfai/evidence/prototyping/iter-00/` is non-empty AND `qfai prototyping iterate --cycle 0` is invoked WITHOUT `--force`, - When the command runs, - Then iterate MUST refuse and the error MUST name the ","spec-0012/02_User-stories.md:222","As an operator, I want `qfai prototyping iterate --cycle 0` to refuse a destructive re-run unless `--force` is passed AND to move existing `iter-00/` to `iter-00.backup-<ISO>/` before clearing, so that mistaken re-seeds remain recoverable; and every cycle-0 ru"
"AC-0012-0066","1","spec-0012/03_Acceptance-Criteria.md:431","## AC-0012-0066: Exit-64 blocking-cause summary","prose","US-0012-0132","US-0012-0132","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:431 declares US-0012-0132 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0132 - REQ-Refs: REQ-0012-0068 - Given a non-converged cycle, - When `iterate` emits its cycle-end summary, - Then stdout MUST contain a one-screen `[BLOCKED]` line naming the top-3 categories (`designMdViolations` / `layoutAntiPatternsDetec","spec-0012/02_User-stories.md:226","As an operator on a non-converged cycle, I want a one-screen `[BLOCKED]` summary naming the top-3 exit-64 blockers with concrete offenders, so that I can act on the next iter without scrolling through evidence diffs. (REQ-0012-0068)"
"AC-0012-0067","1","spec-0012/03_Acceptance-Criteria.md:440","## AC-0012-0067: `primarySpecId` error text + (SHOULD) input normalisation","prose","US-0012-0133","US-0012-0133","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:440 declares US-0012-0133 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0133 - REQ-Refs: REQ-0012-0069 - Given any non-conforming input for `primarySpecId`, - When iterate validates the input, - Then the error text MUST read literally `primarySpecId must be a 4-digit zero-padded string (e.g. ""0001""); received <i","spec-0012/02_User-stories.md:230","As an operator, I want `primarySpecId` to surface a single deterministic error message naming the canonical 4-digit shape AND (SHOULD) to accept `1` / `”1”` / `”01”` / `”0001”` with internal normalisation, so that the input-validation surface is unambiguous. O"
"AC-0012-0068","1","spec-0012/03_Acceptance-Criteria.md:450","## AC-0012-0068: md5 duplicate-capture + missing-route advisory-failing detection (OQ-0109)","prose","US-0012-0134","US-0012-0134","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:450 declares US-0012-0134 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0134 - REQ-Refs: REQ-0012-0070 - Given a post-capture iter with ≥ 2 distinct declared `screens[].id` entries whose PNG md5 hashes match, - When `iterate` runs duplicate detection, - Then `lap-009: duplicate-capture` MUST be surfaced in `layo","spec-0012/02_User-stories.md:234","As a reviewer, I want md5-based duplicate capture detection (`lap-009`) and missing-route detection (`lap-010`) surfaced as advisory-failing layout anti-patterns with mandatory justification, so that silent screen collisions and unreachable routes block conver"
"AC-0012-0069","1","spec-0012/03_Acceptance-Criteria.md:460","## AC-0012-0069: `--license-patch` add-only path (SHOULD)","prose","US-0012-0135","US-0012-0135","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:460 declares US-0012-0135 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0135 - REQ-Refs: REQ-0012-0071 - Given `qfai prototyping iterate --license-patch <file>` invoked with an add-only diff, - When the patch is applied, - Then the new frozen catalog MUST be written AND an audit row MUST be appended to `prototyp","spec-0012/02_User-stories.md:238","As a license-compliance operator, I want `qfai prototyping iterate --license-patch <file>` to accept an add-only diff to the frozen license catalog and persist an audit row, so that I can broaden the catalog mid-program without a cycle-0 restart. (REQ-0012-007"
"AC-0012-0070","1","spec-0012/03_Acceptance-Criteria.md:470","## AC-0012-0070: Subagent iter-context hint (SHOULD)","prose","US-0012-0136","US-0012-0136","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:470 declares US-0012-0136 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0136 - REQ-Refs: REQ-0012-0072 - Given a cycle ≥ 1 invocation, - When `iterate` finalises the cycle, - Then `iter-NN/iterate-context.json` SHOULD be written with shape `{ priorCycle: N, priorScores: {...}, openBlockers: [...], priorTailwindC","spec-0012/02_User-stories.md:242","As a subagent author, I want `iter-NN/iterate-context.json` summarising the prior cycle so that the next subagent invocation has structured context without re-reading `prototyping.json`. (REQ-0012-0072, SHOULD)"
"AC-0012-0071","1","spec-0012/03_Acceptance-Criteria.md:479","## AC-0012-0071: `--cycle N` out-of-range error clarity (SHOULD)","prose","US-0012-0137","US-0012-0137","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:479 declares US-0012-0137 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0137 - REQ-Refs: REQ-0012-0073 - Given `iterate --cycle N` invoked with N outside `0..9`, - When iterate validates the argument, - Then the error MUST read literally `--cycle accepts 0..9 (=10 cycles total). --cycle 10 would be the 11th cycl","spec-0012/02_User-stories.md:246","As an operator, I want `iterate --cycle N` with N outside `0..9` to surface a deterministic error naming the supported range AND recommending the peek-mode equivalent, so that off-by-one CLI mistakes are self-diagnosable. (REQ-0012-0073, SHOULD)"
"AC-0012-0072","1","spec-0012/03_Acceptance-Criteria.md:487","## AC-0012-0072: Cycle-0 `--emit-skeletons` frozenSurfaceUnion coverage (DR-0261, DR-0273)","prose","US-0012-0138","US-0012-0138","explicit_parent","Source spec-0012/03_Acceptance-Criteria.md:487 declares US-0012-0138 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0012-0138 - REQ-Refs: REQ-0150 - Given `qfai prototyping iterate --cycle 0 --emit-skeletons` invoked over a `frozenSurfaceUnion` resolved from multiple specs, - When cycle 0 runs, - Then iterate MUST emit one placeholder HTML per `screens[].id` i","spec-0012/02_User-stories.md:250","As an operator running cycle 0 across a multi-spec frozen surface union, I want `qfai prototyping iterate --cycle 0 --emit-skeletons` (opt-in during the deprecation window) to emit one DESIGN.md-token-styled placeholder HTML per `screens[].id` in `frozenSurfac"
